uid	rna_expt	rna_value	prot_expt	prot_value	predicted_prot_value
Q6JQN1	tissue29_small.intestine	5.0	tissue29_small.intestine	5.690053397	0.3090558901701699
Q6JQN1	tissue29_smooth.muscle	4.0	tissue29_smooth.muscle	2.228157728	-0.053487722855304676
Q6JQN1	tissue29_spleen	4.0	tissue29_spleen	0.117848748	0.04922679064202762
Q6JQN1	tissue29_stomach	4.0	tissue29_stomach	0.622105225	0.2772171675422328
Q6JQN1	tissue29_testis	5.0	tissue29_testis	1.699283027	0.4668018469582189
Q6JQN1	tissue29_thyroid	5.0	tissue29_thyroid	2.068267132	0.1994337841342917
Q6JQN1	tissue29_tonsil	3.0	tissue29_tonsil	0.702498274	0.046621911820613926
Q6JQN1	tissue29_urinary.bladder	3.0	tissue29_urinary.bladder	0.113300642	0.08971301588727898
P05091	tissue29_adipose.tissue	72.0	tissue29_adipose.tissue	233.332123	145.70416885007225
P05091	tissue29_adrenal.gland	27.0	tissue29_adrenal.gland	339.4766083	30.017667486412474
P05091	tissue29_appendix	11.0	tissue29_appendix	108.6587892	4.544055293371417
P05091	tissue29_bone.marrow	8.0	tissue29_bone.marrow	47.3225055	3.0749538588103285
P05091	tissue29_colon	25.0	tissue29_colon	190.0356997	14.590717884298817
P05091	tissue29_duodenum	24.0	tissue29_duodenum	265.135772	30.29352947854393
P05091	tissue29_endometrium	8.0	tissue29_endometrium	153.7207637	6.083546066221294
P05091	tissue29_esophagus	22.0	tissue29_esophagus	187.5742391	11.987124017616319
P05091	tissue29_fallopian.tube	14.0	tissue29_fallopian.tube	158.2190685	13.92046136214217
P05091	tissue29_gall.bladder	15.0	tissue29_gall.bladder	88.46374686	10.461509339753384
P05091	tissue29_heart	23.0	tissue29_heart	237.8779884	41.757399934657975
P05091	tissue29_kidney	49.0	tissue29_kidney	787.3761308	66.8653747016812
P05091	tissue29_liver	130.0	tissue29_liver	1585.924378	196.31209252725594
P05091	tissue29_lung	41.0	tissue29_lung	259.5657797	30.262671255386906
